timestamp,solar_profile,demand_mwh,gen_solar_mwh,gen_diesel_mwh,gen_ccgt_mwh,gen_coal_mwh,battery_charge_mwh,battery_discharge_mwh,battery_net_mwh,battery_soc_mwh,unserved_mwh,solar_potential_mwh,solar_curtailment_mwh
2024-01-01 00:00:00,0.0,140980.07,0.0,0.0,0.0,0.0,0.0,140980.07,140980.07,1217611.3,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,137655.76,0.0,0.0,0.0,0.0,0.0,137655.76,137655.76,1070028.8,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,135181.1,0.0,0.0,0.0,0.0,0.0,135181.1,135181.1,925099.48,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,134351.94,0.0,0.0,0.0,0.0,0.0,134351.94,134351.94,781059.08,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,137807.77,0.0,0.0,0.0,0.0,0.0,137807.77,137807.77,633313.64,0.0,0.0,0.0
2024-01-01 05:00:00,0.0,146618.51,0.0,0.0,0.0,0.0,0.0,146618.51,146618.51,476122.1,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,160729.16,0.0,0.0,0.0,0.0,0.0,160729.16,160729.16,303802.35,0.0,0.0,0.0
2024-01-01 07:00:00,0.0,178006.92,0.0,0.0,0.0,0.0,0.0,178006.92,178006.92,112958.9,0.0,0.0,0.0
2024-01-01 08:00:00,0.08024750000000065,192039.48,86678.432,0.0,0.0,0.0,0.0,105361.05,105361.05,0.0,0.0,86678.43570483322,0.003704833216033876
2024-01-01 09:00:00,0.27534650000000166,200826.98,200826.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297412.4290077673,96585.44900776728
2024-01-01 10:00:00,0.47682800000000347,205016.59,205016.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515040.4079910798,310023.81799107976
2024-01-01 11:00:00,0.6213440000000048,205912.89,205912.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671137.7420428531,465224.85204285313
2024-01-01 12:00:00,0.7088540000000056,204187.69,334302.04,0.0,0.0,0.0,130114.35,0.0,-130114.35,121362.59,0.0,765660.6855430242,431358.64554302423
2024-01-01 13:00:00,0.740233000000006,197306.32,799554.33,0.0,0.0,0.0,602248.01,0.0,-602248.01,683102.13,0.0,799554.3599127175,0.02991271752398461
2024-01-01 14:00:00,0.7213335000000057,192048.28,779140.24,0.0,0.0,0.0,587091.96,0.0,-587091.96,1230705.1,0.0,779140.2772858008,0.037285800790414214
2024-01-01 15:00:00,0.6521880000000052,185799.31,704453.51,0.0,0.0,0.0,518654.2,0.0,-518654.2,1714473.5,0.0,704453.5421722017,0.03217220166698098
2024-01-01 16:00:00,0.528289000000004,183290.93,570625.4,0.0,0.0,0.0,387334.47,0.0,-387334.47,2075755.0,0.0,570625.4290796674,0.029079667408950627
2024-01-01 17:00:00,0.3505755000000023,182335.42,378670.17,0.0,0.0,0.0,196334.75,0.0,-196334.75,2258883.9,0.0,378670.18831041106,0.01831041107652709
2024-01-01 18:00:00,0.14137550000000038,181939.92,152705.15,0.0,0.0,0.0,0.0,29234.768,29234.768,2227540.9,0.0,152705.15825400891,0.00825400892063044
2024-01-01 19:00:00,0.017239500000000067,175446.36,18621.051,0.0,0.0,0.0,0.0,156825.31,156825.31,2059406.6,0.0,18621.052273696576,0.0012736965763906483
2024-01-01 20:00:00,0.0,164922.56,0.0,0.0,0.0,0.0,0.0,164922.56,164922.56,1882591.0,0.0,0.0,0.0
2024-01-01 21:00:00,0.0,157726.78,0.0,0.0,0.0,0.0,0.0,157726.78,157726.78,1713490.2,0.0,0.0,0.0
2024-01-01 22:00:00,0.0,150740.4,0.0,0.0,0.0,0.0,0.0,150740.4,150740.4,1551879.5,0.0,0.0,0.0
2024-01-01 23:00:00,0.0,145627.31,0.0,0.0,0.0,0.0,0.0,145627.31,145627.31,1395750.6,0.0,0.0,0.0
2024-01-02 00:00:00,0.0,141248.85,0.0,0.0,0.0,0.0,0.0,141248.85,141248.85,1244316.0,0.0,0.0,0.0
2024-01-02 01:00:00,0.0,137268.16,0.0,0.0,0.0,0.0,0.0,137268.16,137268.16,1097149.0,0.0,0.0,0.0
2024-01-02 02:00:00,0.0,134587.1,0.0,0.0,0.0,0.0,0.0,134587.1,134587.1,952856.53,0.0,0.0,0.0
2024-01-02 03:00:00,0.0,133951.42,0.0,0.0,0.0,0.0,0.0,133951.42,133951.42,809245.53,0.0,0.0,0.0
2024-01-02 04:00:00,0.0,137002.55,0.0,0.0,0.0,0.0,0.0,137002.55,137002.55,662363.38,0.0,0.0,0.0
2024-01-02 05:00:00,0.0,146081.83,0.0,0.0,0.0,0.0,0.0,146081.83,146081.83,505747.22,0.0,0.0,0.0
2024-01-02 06:00:00,0.0,161186.59,0.0,0.0,0.0,0.0,0.0,161186.59,161186.59,332937.06,0.0,0.0,0.0
2024-01-02 07:00:00,0.0,181266.34,0.0,0.0,0.0,0.0,0.0,181266.34,181266.34,138599.14,0.0,0.0,0.0
2024-01-02 08:00:00,0.05914700000000046,193163.64,63886.965,0.0,0.0,0.0,0.0,129276.68,129276.68,0.0,0.0,63886.96765174951,0.0026517495134612545
2024-01-02 09:00:00,0.21562850000000106,202011.58,202011.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232908.70212006068,30897.122120060696
2024-01-02 10:00:00,0.3951730000000027,206947.55,206947.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426841.676971694,219894.126971694
2024-01-02 11:00:00,0.5259915000000039,207405.49,286551.08,0.0,0.0,0.0,79145.593,0.0,-79145.593,73822.095,0.0,568143.8102624848,281592.7302624848
2024-01-02 12:00:00,0.6121275000000047,204543.94,661182.61,0.0,0.0,0.0,456638.67,0.0,-456638.67,499746.3,0.0,661182.6430967976,0.03309679764788598
2024-01-02 13:00:00,0.6617140000000051,197935.4,714742.91,0.0,0.0,0.0,516807.51,0.0,-516807.51,981792.25,0.0,714742.9440666436,0.03406664356589317
2024-01-02 14:00:00,0.6605970000000052,195745.3,713536.4,0.0,0.0,0.0,517791.1,0.0,-517791.1,1464755.6,0.0,713536.4290639047,0.029063904657959938
2024-01-02 15:00:00,0.6081105000000048,193316.24,656843.7,0.0,0.0,0.0,463527.46,0.0,-463527.46,1897105.3,0.0,656843.7256697587,0.025669758790172637
2024-01-02 16:00:00,0.4874970000000035,189800.86,526564.39,0.0,0.0,0.0,336763.53,0.0,-336763.53,2211217.4,0.0,526564.4084962028,0.018496202770620584
2024-01-02 17:00:00,0.31792100000000206,190138.03,343398.78,0.0,0.0,0.0,153260.75,0.0,-153260.75,2354169.5,0.0,343398.79694340925,0.016943409224040806
2024-01-02 18:00:00,0.13380250000000032,190260.17,144525.26,0.0,0.0,0.0,0.0,45734.909,45734.909,2305136.5,0.0,144525.26737151787,0.007371517858700827
2024-01-02 19:00:00,0.018977500000000085,185158.71,20498.333,0.0,0.0,0.0,0.0,164660.38,164660.38,2128602.1,0.0,20498.333450742593,0.0004507425946940202
2024-01-02 20:00:00,0.0,174648.17,0.0,0.0,0.0,0.0,0.0,174648.17,174648.17,1941359.6,0.0,0.0,0.0
2024-01-02 21:00:00,0.0,166827.49,0.0,0.0,0.0,0.0,0.0,166827.49,166827.49,1762501.7,0.0,0.0,0.0
2024-01-02 22:00:00,0.0,159134.44,0.0,0.0,0.0,0.0,0.0,159134.44,159134.44,1591891.7,0.0,0.0,0.0
2024-01-02 23:00:00,0.0,153016.01,0.0,0.0,0.0,0.0,0.0,153016.01,153016.01,1427841.3,0.0,0.0,0.0
2024-01-03 00:00:00,0.0,147333.01,0.0,0.0,0.0,0.0,0.0,147333.01,147333.01,1269883.8,0.0,0.0,0.0
2024-01-03 01:00:00,0.0,143061.11,0.0,0.0,0.0,0.0,0.0,143061.11,143061.11,1116506.1,0.0,0.0,0.0
2024-01-03 02:00:00,0.0,140088.5,0.0,0.0,0.0,0.0,0.0,140088.5,140088.5,966315.51,0.0,0.0,0.0
