timestamp,solar_profile,demand_mwh,gen_solar_mwh,gen_diesel_mwh,gen_ccgt_mwh,gen_coal_mwh,battery_charge_mwh,battery_discharge_mwh,battery_net_mwh,battery_soc_mwh,unserved_mwh,solar_potential_mwh,solar_curtailment_mwh
2024-01-01 00:00:00,0.0,140980.07,0.0,0.0,0.0,76328.645,0.0,64651.425,64651.425,595914.24,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,137655.76,0.0,0.0,0.0,76328.645,0.0,61327.115,61327.115,530164.67,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,135181.1,0.0,0.0,0.0,76328.645,0.0,58852.455,58852.455,467068.22,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,134351.94,0.0,0.0,0.0,76328.645,0.0,58023.295,58023.295,404860.72,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,137807.77,0.0,0.0,0.0,76328.645,0.0,61479.125,61479.125,338948.18,0.0,0.0,0.0
2024-01-01 05:00:00,0.0,146618.51,0.0,0.0,0.0,76328.645,0.0,70289.865,70289.865,263589.53,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,160729.16,0.0,0.0,0.0,76328.645,0.0,84400.515,84400.515,173102.68,0.0,0.0,0.0
2024-01-01 07:00:00,0.0,178006.92,0.0,0.0,0.0,76328.645,0.0,101678.27,101678.27,64092.129,0.0,0.0,0.0
2024-01-01 08:00:00,0.08024750000000065,192039.48,55929.677,0.0,0.0,76328.645,0.0,59781.158,59781.158,0.0,0.0,55929.67674536371,0.0
2024-01-01 09:00:00,0.27534650000000166,200826.98,191906.8,0.0,0.0,8920.1829,0.0,0.0,0.0,0.0,0.0,191906.7975696097,0.0
2024-01-01 10:00:00,0.47682800000000347,205016.59,205016.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332332.29574925406,127315.70574925406
2024-01-01 11:00:00,0.6213440000000048,205912.89,333406.46,0.0,0.0,0.0,127493.57,0.0,-127493.57,118918.08,0.0,433054.8499040002,99648.38990400016
