timestamp,solar_profile,demand_mwh,gen_solar_mwh,gen_diesel_mwh,gen_ccgt_mwh,gen_coal_mwh,battery_charge_mwh,battery_discharge_mwh,battery_net_mwh,battery_soc_mwh,unserved_mwh,solar_potential_mwh,solar_curtailment_mwh
2024-01-01 00:00:00,0.0,140980.07,0.0,0.0,0.0,0.0,0.0,140980.07,140980.07,1182631.6,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,137655.76,0.0,0.0,0.0,0.0,0.0,137655.76,137655.76,1035049.1,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,135181.1,0.0,0.0,0.0,0.0,0.0,135181.1,135181.1,890119.75,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,134351.94,0.0,0.0,0.0,0.0,0.0,134351.94,134351.94,746079.35,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,137807.77,0.0,0.0,0.0,0.0,0.0,137807.77,137807.77,598333.91,0.0,0.0,0.0
2024-01-01 05:00:00,0.0,146618.51,0.0,0.0,0.0,0.0,0.0,146618.51,146618.51,441142.37,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,160729.16,0.0,0.0,0.0,0.0,0.0,160729.16,160729.16,268822.62,0.0,0.0,0.0
2024-01-01 07:00:00,0.0,178006.92,0.0,0.0,0.0,0.0,0.0,178006.92,178006.92,77979.173,0.0,0.0,0.0
2024-01-01 08:00:00,0.08024750000000065,192039.48,119305.35,0.0,0.0,0.0,0.0,72734.131,72734.131,0.0,0.0,119305.35122622972,0.00122622970957309
2024-01-01 09:00:00,0.27534650000000166,200826.98,200826.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409362.4211522227,208535.44115222272
2024-01-01 10:00:00,0.47682800000000347,205016.59,205016.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708908.4646188432,503891.8746188432
2024-01-01 11:00:00,0.6213440000000048,205912.89,205912.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923762.9103998311,717850.0203998311
2024-01-01 12:00:00,0.7088540000000056,204187.69,204187.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053865.5464421674,849677.8564421674
2024-01-01 13:00:00,0.740233000000006,197306.32,197306.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100517.2504345395,903210.9304345394
2024-01-01 14:00:00,0.7213335000000057,192048.28,881081.45,0.0,0.0,0.0,689033.17,0.0,-689033.17,642687.36,0.0,1072419.0357175684,191337.5857175684
2024-01-01 15:00:00,0.6521880000000052,185799.31,880000.65,0.0,0.0,0.0,694201.34,0.0,-694201.34,1290195.3,0.0,969619.2206054057,89618.57060540572
2024-01-01 16:00:00,0.528289000000004,183290.93,785416.41,0.0,0.0,0.0,602125.48,0.0,-602125.48,1851820.5,0.0,785416.4266046124,0.016604612348601222
2024-01-01 17:00:00,0.3505755000000023,182335.42,521206.67,0.0,0.0,0.0,338871.25,0.0,-338871.25,2167898.6,0.0,521206.6813148202,0.011314820207189769
2024-01-01 18:00:00,0.14137550000000038,181939.92,210185.41,0.0,0.0,0.0,28245.486,0.0,-28245.486,2194244.2,0.0,210185.4099166173,0.0
2024-01-01 19:00:00,0.017239500000000067,175446.36,25630.263,0.0,0.0,0.0,0.0,149816.1,149816.1,2033624.5,0.0,25630.26390186085,0.0009018608507176396
2024-01-01 20:00:00,0.0,164922.56,0.0,0.0,0.0,0.0,0.0,164922.56,164922.56,1856809.0,0.0,0.0,0.0
2024-01-01 21:00:00,0.0,157726.78,0.0,0.0,0.0,0.0,0.0,157726.78,157726.78,1687708.1,0.0,0.0,0.0
2024-01-01 22:00:00,0.0,150740.4,0.0,0.0,0.0,0.0,0.0,150740.4,150740.4,1526097.4,0.0,0.0,0.0
2024-01-01 23:00:00,0.0,145627.31,0.0,0.0,0.0,0.0,0.0,145627.31,145627.31,1369968.6,0.0,0.0,0.0
2024-01-02 00:00:00,0.0,141248.85,0.0,0.0,0.0,0.0,0.0,141248.85,141248.85,1218533.9,0.0,0.0,0.0
2024-01-02 01:00:00,0.0,137268.16,0.0,0.0,0.0,0.0,0.0,137268.16,137268.16,1071367.0,0.0,0.0,0.0
2024-01-02 02:00:00,0.0,134587.1,0.0,0.0,0.0,0.0,0.0,134587.1,134587.1,927074.47,0.0,0.0,0.0
2024-01-02 03:00:00,0.0,133951.42,0.0,0.0,0.0,0.0,0.0,133951.42,133951.42,783463.47,0.0,0.0,0.0
2024-01-02 04:00:00,0.0,137002.55,0.0,0.0,0.0,0.0,0.0,137002.55,137002.55,636581.32,0.0,0.0,0.0
2024-01-02 05:00:00,0.0,146081.83,0.0,0.0,0.0,0.0,0.0,146081.83,146081.83,479965.16,0.0,0.0,0.0
2024-01-02 06:00:00,0.0,161186.59,0.0,0.0,0.0,0.0,0.0,161186.59,161186.59,307155.0,0.0,0.0,0.0
2024-01-02 07:00:00,0.0,181266.34,0.0,0.0,0.0,0.0,0.0,181266.34,181266.34,112817.08,0.0,0.0,0.0
2024-01-02 08:00:00,0.05914700000000046,193163.64,87934.87,0.0,0.0,0.0,0.0,105228.77,105228.77,0.0,0.0,87934.8716032002,0.0016032002022257075
2024-01-02 09:00:00,0.21562850000000106,202011.58,202011.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320578.6339373188,118567.05393731882
2024-01-02 10:00:00,0.3951730000000027,206947.55,206947.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587510.5587105246,380563.0087105246
2024-01-02 11:00:00,0.5259915000000039,207405.49,207405.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782000.6934734586,574595.2034734586
2024-01-02 12:00:00,0.6121275000000047,204543.94,419198.53,0.0,0.0,0.0,214654.59,0.0,-214654.59,200216.47,0.0,910060.5798652157,490862.04986521567
2024-01-02 13:00:00,0.6617140000000051,197935.4,197935.4,0.0,0.0,0.0,0.0,0.0,0.0,200216.47,0.0,983781.6901624766,785846.2901624766
2024-01-02 14:00:00,0.6605970000000052,195745.3,889946.64,0.0,0.0,0.0,694201.34,0.0,-694201.34,847724.38,0.0,982121.0268730322,92174.3868730322
2024-01-02 15:00:00,0.6081105000000048,193316.24,887517.58,0.0,0.0,0.0,694201.34,0.0,-694201.34,1495232.3,0.0,904088.4362361213,16570.856236121384
2024-01-02 16:00:00,0.4874970000000035,189800.86,724770.24,0.0,0.0,0.0,534969.38,0.0,-534969.38,1994218.5,0.0,724770.2521166798,0.012116679805330932
2024-01-02 17:00:00,0.31792100000000206,190138.03,472658.66,0.0,0.0,0.0,282520.63,0.0,-282520.63,2257736.2,0.0,472658.66933168157,0.009331681590992957
2024-01-02 18:00:00,0.13380250000000032,190260.17,198926.5,0.0,0.0,0.0,8666.3258,0.0,-8666.3258,2265819.6,0.0,198926.49936069673,0.0
2024-01-02 19:00:00,0.018977500000000085,185158.71,28214.178,0.0,0.0,0.0,0.0,156944.53,156944.53,2097557.4,0.0,28214.178670933878,0.0006709338777000085
2024-01-02 20:00:00,0.0,174648.17,0.0,0.0,0.0,0.0,0.0,174648.17,174648.17,1910314.9,0.0,0.0,0.0
2024-01-02 21:00:00,0.0,166827.49,0.0,0.0,0.0,0.0,0.0,166827.49,166827.49,1731457.1,0.0,0.0,0.0
2024-01-02 22:00:00,0.0,159134.44,0.0,0.0,0.0,0.0,0.0,159134.44,159134.44,1560847.0,0.0,0.0,0.0
2024-01-02 23:00:00,0.0,153016.01,0.0,0.0,0.0,0.0,0.0,153016.01,153016.01,1396796.7,0.0,0.0,0.0
2024-01-03 00:00:00,0.0,147333.01,0.0,0.0,0.0,0.0,0.0,147333.01,147333.01,1238839.1,0.0,0.0,0.0
2024-01-03 01:00:00,0.0,143061.11,0.0,0.0,0.0,0.0,0.0,143061.11,143061.11,1085461.5,0.0,0.0,0.0
2024-01-03 02:00:00,0.0,140088.5,0.0,0.0,0.0,0.0,0.0,140088.5,140088.5,935270.85,0.0,0.0,0.0
2024-01-03 03:00:00,0.0,139440.0,0.0,0.0,0.0,0.0,0.0,139440.0,139440.0,785775.48,0.0,0.0,0.0
2024-01-03 04:00:00,0.0,142079.75,0.0,0.0,0.0,0.0,0.0,142079.75,142079.75,633450.0,0.0,0.0,0.0
2024-01-03 05:00:00,0.0,150921.62,0.0,0.0,0.0,0.0,0.0,150921.62,150921.62,471645.03,0.0,0.0,0.0
2024-01-03 06:00:00,0.0,165836.04,0.0,0.0,0.0,0.0,0.0,165836.04,165836.04,293850.14,0.0,0.0,0.0
2024-01-03 07:00:00,0.0,184644.21,0.0,0.0,0.0,0.0,0.0,184644.21,184644.21,95890.765,0.0,0.0,0.0
2024-01-03 08:00:00,0.07122000000000056,195324.96,105884.01,0.0,0.0,0.0,0.0,89440.952,89440.952,0.0,0.0,105884.01027237084,0.00027237084577791393
2024-01-03 09:00:00,0.24609450000000135,201684.01,201684.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365872.96498138027,164188.95498138026
2024-01-03 10:00:00,0.43894950000000316,206869.42,206869.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652593.8411549004,445724.42115490034
2024-01-03 11:00:00,0.5747250000000053,208341.93,321029.71,0.0,0.0,0.0,112687.78,0.0,-112687.78,105108.16,0.0,854453.6338639203,533423.9238639204
2024-01-03 12:00:00,0.6705190000000053,205263.95,205263.95,0.0,0.0,0.0,0.0,0.0,0.0,105108.16,0.0,996872.2365040694,791608.2865040693
2024-01-03 13:00:00,0.7152290000000058,199553.25,199553.25,0.0,0.0,0.0,0.0,0.0,0.0,105108.16,0.0,1063343.369602605,863790.119602605
2024-01-03 14:00:00,0.6927695000000056,197213.5,891414.84,0.0,0.0,0.0,694201.34,0.0,-694201.34,752616.07,0.0,1029952.4410893741,138537.60108937416
2024-01-03 15:00:00,0.633074500000005,195722.91,889924.25,0.0,0.0,0.0,694201.34,0.0,-694201.34,1400124.0,0.0,941202.8483737156,51278.59837371565
2024-01-03 16:00:00,0.5211660000000039,191619.26,774826.53,0.0,0.0,0.0,583207.27,0.0,-583207.27,1944103.5,0.0,774826.5388600169,0.008860016823746264
2024-01-03 17:00:00,0.35127150000000235,191229.92,522241.43,0.0,0.0,0.0,331011.51,0.0,-331011.51,2252850.5,0.0,522241.43659633625,0.006596336257643998
2024-01-03 18:00:00,0.14922100000000046,191083.57,221849.45,0.0,0.0,0.0,30765.877,0.0,-30765.877,2281547.0,0.0,221849.4509527292,0.000952729198615998
2024-01-03 19:00:00,0.023450500000000127,185786.64,34864.265,0.0,0.0,0.0,0.0,150922.38,150922.38,2119741.2,0.0,34864.26541550444,0.00041550443711457774
2024-01-03 20:00:00,0.0,176078.41,0.0,0.0,0.0,0.0,0.0,176078.41,176078.41,1930965.3,0.0,0.0,0.0
2024-01-03 21:00:00,0.0,168128.52,0.0,0.0,0.0,0.0,0.0,168128.52,168128.52,1750712.6,0.0,0.0,0.0
2024-01-03 22:00:00,0.0,160589.42,0.0,0.0,0.0,0.0,0.0,160589.42,160589.42,1578542.7,0.0,0.0,0.0
2024-01-03 23:00:00,0.0,154155.71,0.0,0.0,0.0,0.0,0.0,154155.71,154155.71,1413270.4,0.0,0.0,0.0
2024-01-04 00:00:00,0.0,148063.9,0.0,0.0,0.0,0.0,0.0,148063.9,148063.9,1254529.3,0.0,0.0,0.0
2024-01-04 01:00:00,0.0,143605.58,0.0,0.0,0.0,0.0,0.0,143605.58,143605.58,1100567.9,0.0,0.0,0.0
2024-01-04 02:00:00,0.0,140989.55,0.0,0.0,0.0,0.0,0.0,140989.55,140989.55,949411.27,0.0,0.0,0.0
2024-01-04 03:00:00,0.0,140758.1,0.0,0.0,0.0,0.0,0.0,140758.1,140758.1,798502.74,0.0,0.0,0.0
2024-01-04 04:00:00,0.0,143786.7,0.0,0.0,0.0,0.0,0.0,143786.7,143786.7,644347.22,0.0,0.0,0.0
2024-01-04 05:00:00,0.0,152420.42,0.0,0.0,0.0,0.0,0.0,152420.42,152420.42,480935.38,0.0,0.0,0.0
2024-01-04 06:00:00,0.0,168753.94,0.0,0.0,0.0,0.0,0.0,168753.94,168753.94,300012.16,0.0,0.0,0.0
2024-01-04 07:00:00,0.0,188949.35,0.0,0.0,0.0,0.0,0.0,188949.35,188949.35,97437.195,0.0,0.0,0.0
2024-01-04 08:00:00,0.07199650000000056,197921.81,107038.44,0.0,0.0,0.0,0.0,90883.366,90883.366,0.0,0.0,107038.44630124609,0.006301246088696644
2024-01-04 09:00:00,0.25521700000000147,203203.17,203203.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379435.54408429674,176232.37408429672
